,product_name,Category,link,major_category_name,major_category_link,Array_Position,Section
104,"DESK & TABLE FANS: SMALL, PORTABLE & USB POWERED","DESK & TABLE FANS: SMALL, PORTABLE & USB POWERED",https://www.canadiantire.ca/en/heating-cooling/electric-fans/desk-fans.html?adlocation=LIT_HeatingCooling_ElectricFans_DeskFans_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
105,FLOOR FANS: BOX & FLOOR,FLOOR FANS: BOX & FLOOR,https://www.canadiantire.ca/en/heating-cooling/electric-fans/floor-fans.html?adlocation=LIT_HeatingCooling_ElectricFans_FloorFans_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
106,PORTABLE AIR CONDITIONERS,PORTABLE AIR CONDITIONERS,https://www.canadiantire.ca/en/heating-cooling/air-conditioners/portable.html?adlocation=LIT_PortableAirConditioners_HeatingCoolingDLP_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
107,WINDOW AIR CONDITIONERS,WINDOW AIR CONDITIONERS,https://www.canadiantire.ca/en/heating-cooling/air-conditioners/window-air-conditioners.html?adlocation=LIT_WindowAirConditioners_HeatingCoolingDLP_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
108,CEILING FANS & ACCESSORIES,CEILING FANS & ACCESSORIES,https://www.canadiantire.ca/en/lighting/ceiling-fans-accessories.html?adlocation=HeatCooling_CeilingFans_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
109,AIR PURIFIERS,AIR PURIFIERS,https://www.canadiantire.ca/en/heating-cooling/air-purifiers-filters/air-purifiers.html?adlocation=LIT_Category_AirPurifiers_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
110,HUMIDIFIERS & ACCESSORIES,HUMIDIFIERS & ACCESSORIES,https://www.canadiantire.ca/en/heating-cooling/humidifiers-accessories.html?adlocation=HeatCooling_Fireplaces_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
111,THERMOSTATS,THERMOSTATS,https://www.canadiantire.ca/en/heating-cooling/thermostats.html?adlocation=HeatCooling_Thermostats_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
112,WEATHERSTRIPPING,WEATHERSTRIPPING,https://www.canadiantire.ca/en/heating-cooling/weatherstripping.html?adlocation=HeatCooling_Weatherstripping_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
113,HAIR TRIMMERS & CLIPPERS,HAIR TRIMMERS & CLIPPERS,https://www.canadiantire.ca/en/household-pets/personal-care/hair-trimmers.html?adlocation=LIT_HairTrimmers_PersonalCareCLP_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
114,HAIR DRYERS & HAIR STYLING TOOLS,HAIR DRYERS & HAIR STYLING TOOLS,https://www.canadiantire.ca/en/household-pets/personal-care/hair-dryers.html?adlocation=LIT_HairDryer_PersonalCareCLP_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
115,BLOOD PRESSURE MONITORS,BLOOD PRESSURE MONITORS,https://www.canadiantire.ca/en/household-pets/personal-care/health-care-accessibility/blood-pressure-monitors.html?adlocation=LIT_BloodPressureMonitors_PersonalCareCLP_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
116,ELECTRIC TOOTHBRUSHES AND FLOSSERS,ELECTRIC TOOTHBRUSHES AND FLOSSERS,https://www.canadiantire.ca/en/household-pets/personal-care/oral-care.html?adlocation=LIT_OralCare_PersonalCareCLP_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
117,TOILET PAPER,TOILET PAPER,https://www.canadiantire.ca/en/household-pets/personal-care/bathroom-tissue.html?adlocation=LIT_ToiletPaper_PersonalCareCLP_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
118,DOG BEDS,DOG BEDS,https://www.canadiantire.ca/en/household-pets/pet-care/dog-supplies/beds.html?adlocation=LIT_DogsBeds_PetCareCLP_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
119,TELEVISIONS,TELEVISIONS,https://www.canadiantire.ca/en/household-pets/home-electronics/televisions.html?adlocation=LIT_Televisions_HomeElectronics_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
120,TV STANDS,TV STANDS,https://www.canadiantire.ca/en/household-pets/home-electronics/tv-stands-wall-mounts/tv-stands.html?adlocation=LIT_TVStands_HomeElectronics_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
121,TV WALL MOUNTS,TV WALL MOUNTS,https://www.canadiantire.ca/en/household-pets/home-electronics/tv-stands-wall-mounts/wall-mounts.html?adlocation=LIT_TVwallMounts_HomeElectronics_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
122,PORTABLE AUDIO AND SPEAKERS,PORTABLE AUDIO AND SPEAKERS,https://www.canadiantire.ca/en/household-pets/home-electronics/portable-players-accessories/portable-audio-speakers.html?adlocation=LIT_PortableSpeakers_HomeElectronics_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
123,HEADPHONES & EAR BUDS,HEADPHONES & EAR BUDS,https://www.canadiantire.ca/en/household-pets/home-electronics/headphones-ear-buds.html?adlocation=LIT_HeadphonesEarbuds_HomeElectronics_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
124,CLOCK RADIOS,CLOCK RADIOS,https://www.canadiantire.ca/en/household-pets/home-electronics/clock-radios.html?adlocation=LIT_ClockRadios_HomeElectronics_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
125,"HOUSEHOLD BATTERIES: LITHIUM, ALKALINE & MORE","HOUSEHOLD BATTERIES: LITHIUM, ALKALINE & MORE",https://www.canadiantire.ca/en/household-pets/home-electronics/household-batteries.html?adlocation=LIT_HouseholdBatteries_HomeElectronics_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
126,"SMART HOME GYM: TREADMILLS, BIKES & MORE WITH SCREENS","SMART HOME GYM: TREADMILLS, BIKES & MORE WITH SCREENS",https://www.canadiantire.ca/en/sports-rec/fitness-exercise/smart-fitness.html?adlocation=LIT_Category_SmartFitness_SmartHomeCLP_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
127,PHONE CASES & SCREEN PROTECTORS,PHONE CASES & SCREEN PROTECTORS,https://www.canadiantire.ca/en/household-pets/home-electronics/cell-phone-bluetooth-accessories/cases-screen-protectors.html?adlocation=LIT_PhoneCasesScreenProtectors_HomeElectronics_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
128,CAR CHARGERS,CAR CHARGERS,https://www.canadiantire.ca/en/household-pets/home-electronics/cell-phone-bluetooth-accessories/phone-chargers/car-chargers.html?adlocation=LIT_SEO_CarChargers_PhonechargersSSSLP_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
129,WALL CHARGERS,WALL CHARGERS,https://www.canadiantire.ca/en/household-pets/home-electronics/cell-phone-bluetooth-accessories/phone-chargers/wall-chargers.html?adlocation=LIT_SEO_WallChargers_PhoneChargersSSSLP_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
130,MEMORY STICKS & CARDS,MEMORY STICKS & CARDS,https://www.canadiantire.ca/en/household-pets/home-electronics/memory-sticks-cards.html?adlocation=LIT_MemorySticksCards_HomeElectronics_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
131,HOME PHONES & TWO-WAY RADIOS,HOME PHONES & TWO-WAY RADIOS,https://www.canadiantire.ca/en/household-pets/home-electronics/home-phones-two-way-radios.html?adlocation=LIT_HomePhonesTwoWayRadios_HomeElectronics_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
132,LOTION & SOAP PUMPS,LOTION & SOAP PUMPS,https://www.canadiantire.ca/en/household-pets/bathroom/bathroom-hardware-decor/lotion-soap-pumps.html?adlocation=LIT_Category_Product_LotionSoapPumpsCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
133,SOAP DISHES,SOAP DISHES,https://www.canadiantire.ca/en/household-pets/bathroom/bathroom-hardware-decor/soap-dishes.html?adlocation=LIT_Category_Product_SoapDishesCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
134,TOILET LEVERS,TOILET LEVERS,https://www.canadiantire.ca/en/household-pets/bathroom/bathroom-hardware-decor/toilet-levers.html?adlocation=LIT_Category_Product_ToiletLeversCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
135,TOILET SEATS,TOILET SEATS,https://www.canadiantire.ca/en/household-pets/bathroom/bathroom-hardware-decor/toilet-seats.html?adlocation=LIT_Category_Product_ToiletSeatsCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
136,TOOTH BRUSH HOLDERS,TOOTH BRUSH HOLDERS,https://www.canadiantire.ca/en/household-pets/bathroom/bathroom-hardware-decor/tooth-brush-holders.html?adlocation=LIT_Category_Product_ToothBrushHoldersCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
137,TOWEL HOLDERS,TOWEL HOLDERS,https://www.canadiantire.ca/en/household-pets/bathroom/bathroom-hardware-decor/towel-holders.html?adlocation=LIT_Category_Product_TowelHoldersCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
138,WASTEBASKETS,WASTEBASKETS,https://www.canadiantire.ca/en/household-pets/cleaning-supplies-vacuums/garbage-cans-bags/wastebaskets.html?adlocation=LIT_Category_Product_WastebasketsCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
139,BATHROOM SCALES,BATHROOM SCALES,https://www.canadiantire.ca/en/household-pets/bathroom/bathroom-scales.html?adlocation=LIT_Category_Product_BathroomScalesCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
140,BATHROOM VANITIES,BATHROOM VANITIES,https://www.canadiantire.ca/en/household-pets/bathroom/bathroom-furniture/bathroom-vanities.html?adlocation=LIT_BathroomFurniture_BathroomVanities_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
141,TOILETS,TOILETS,https://www.canadiantire.ca/en/household-pets/bathroom/toilets.html?adlocation=LIT_Category_Product_Toilets_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
142,CAMPING & HIKING BAGS,CAMPING & HIKING BAGS,https://www.canadiantire.ca/en/household-pets/luggage-travel-accessories/backpacks/camping-hiking-backpacks.html?adlocation=LIT_279x217_Playing_Backpacks_CampingHikingBackpacks_17335_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
143,CASUAL BACKPACKS & DAYPACKS,CASUAL BACKPACKS & DAYPACKS,https://www.canadiantire.ca/en/household-pets/luggage-travel-accessories/backpacks/casual-backpacks-daypacks.html?adlocation=LIT_279x217_Playing_Backpacks_DayPacks_17335_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
144,LUGGAGE & SUITCASES,LUGGAGE & SUITCASES,https://www.canadiantire.ca/en/household-pets/luggage-travel-accessories/luggage.html?adlocation=LIT_Category_Product_LuggageCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
145,TRAVEL PILLOWS & BLANKETS,TRAVEL PILLOWS & BLANKETS,https://www.canadiantire.ca/en/household-pets/luggage-travel-accessories/travel-accessories/pillows-blankets.html?adlocation=LIT_Category_Product_TravelPillowsBlanketsCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
146,LUGGAGE LOCKS & STRAPS,LUGGAGE LOCKS & STRAPS,https://www.canadiantire.ca/en/household-pets/luggage-travel-accessories/travel-accessories/locks-straps.html?adlocation=LIT_Category_Product_LuggageLocksStrapsCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
147,CAR SEATS & ACCESSORIES,CAR SEATS & ACCESSORIES,https://www.canadiantire.ca/en/household-pets/baby/car-seats-accessories.html?adlocation=LIT_BabyLP_CarSeatsAccessories_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
148,STROLLERS & ACCESSORIES,STROLLERS & ACCESSORIES,https://www.canadiantire.ca/en/household-pets/baby/strollers-travel/strollers-accessories.html?adlocation=LIT_Category_Product_StrollersAndAccessoriesCat_TravelStrollers_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
149,BABY GATES,BABY GATES,https://www.canadiantire.ca/en/household-pets/baby/baby-proofing-home-safety/gates.html?adlocation=LIT_BabyProofingHomeSafety_BabyGates_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
150,BASSINETS,BASSINETS,https://www.canadiantire.ca/en/household-pets/baby/nursery-bedding-furniture-decor/bassinets.html?adlocation=LIT_Category_Bassinets_NurseryBeddingFurnitureDecor_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
151,HIGH CHAIRS & BOOSTER SEATS,HIGH CHAIRS & BOOSTER SEATS,https://www.canadiantire.ca/en/household-pets/baby/feeding-essentials/high-chair-booster-seats.html?adlocation=LIT_Category_Product_HighChairsBoosterSeats_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
152,BATHROOM EXHAUST FANS,BATHROOM EXHAUST FANS,https://www.canadiantire.ca/en/household-pets/home-ventilation/bathroom-exhaust-fans.html?adlocation=LIT_Category_Product_BathroomExhaustFansCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
153,RANGE HOODS,RANGE HOODS,https://www.canadiantire.ca/en/household-pets/home-ventilation/range-hoods-filters/range-hoods.html?adlocation=LIT-range-hoods_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
154,REGISTERS & GRILLS,REGISTERS & GRILLS,https://www.canadiantire.ca/en/household-pets/home-ventilation/registers-grills.html?adlocation=LIT_Category_Product_RegistersGrillsCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
155,"ELECTRONIC DOOR LOCKS, KEYPAD & SMART LOCKS","ELECTRONIC DOOR LOCKS, KEYPAD & SMART LOCKS",https://www.canadiantire.ca/en/tools-hardware/hardware/door-hardware-accessories/door-locks-handles/electronic-door-locks-handles.html?adlocation=LIT_279X217-house&home-exterior-door-locks_ElectronicDoorLocks_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
156,ENTRY DOOR LOCKS & HANDLES,ENTRY DOOR LOCKS & HANDLES,https://www.canadiantire.ca/en/tools-hardware/hardware/door-hardware-accessories/door-locks-handles/entry-door-locks-handles.html?adlocation=LIT_279X217-house&home-exterior-door-locks_EntryDoorLocks_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
157,INTERIOR DOOR LOCKS & HANDLES,INTERIOR DOOR LOCKS & HANDLES,https://www.canadiantire.ca/en/tools-hardware/hardware/door-hardware-accessories/door-locks-handles/interior-door-locks-handles.html?adlocation=LIT_279X217-house&home-exterior-door-locks_InteriorDoorLocks_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
158,MOVING & PACKAGING BOXES,MOVING & PACKAGING BOXES,https://www.canadiantire.ca/en/household-pets/moving-supplies/moving-boxes.html?adlocation=LIT_movingSupplies_movingBoxes_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
159,PACKAGING TAPE & TAPE GUNS,PACKAGING TAPE & TAPE GUNS,https://www.canadiantire.ca/en/household-pets/moving-supplies/tape-guns-tape.html?adlocation=LIT_movingSupplies_tapeGunsTape_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
160,"PENS, PENCILS & MARKERS","PENS, PENCILS & MARKERS",https://www.canadiantire.ca/en/household-pets/office-supplies/pens-pencils-markers.html?adlocation=LIT_movingSupplies_pensPencilsMarkers_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
161,"HAND TRUCKS, TROLLEYS & DOLLY CARTS","HAND TRUCKS, TROLLEYS & DOLLY CARTS",https://www.canadiantire.ca/en/tools-hardware/garage-storage-organization-solutions/dollies-hand-trucks.html?adlocation=LIT_movingSupplies_dolliesHandTrucks_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
162,"BOX CUTTERS, BLADES & UTILITY KNIVES","BOX CUTTERS, BLADES & UTILITY KNIVES",https://www.canadiantire.ca/en/tools-hardware/hand-tools/cutting-tools/utility-knives.html?adlocation=LIT_movingSupplies_utilityKnives_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
163,CALCULATORS,CALCULATORS,https://www.canadiantire.ca/en/household-pets/office-supplies/calculators.html?adlocation=LIT_Category_Product_CaulculatorsCat_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
164,WOMEN’S CLOTHING & APPAREL,WOMEN’S CLOTHING & APPAREL,https://www.canadiantire.ca/en/clothing-shoes-accessories/clothing/women.html?adlocation=LP_ClothingShoesAccesories_Womens_2021_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
165,MEN’S CLOTHING & APPAREL,MEN’S CLOTHING & APPAREL,https://www.canadiantire.ca/en/clothing-shoes-accessories/clothing/men.html?adlocation=LP_ClothingShoesAccesories_Mens_2021_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
166,KIDS' CLOTHES & FASHION APPAREL,KIDS' CLOTHES & FASHION APPAREL,https://www.canadiantire.ca/en/clothing-shoes-accessories/clothing/kids.html?adlocation=LP_ClothingShoesAccesories_Clothing_Kids_2021_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
167,"WORK CLOTHES: REFLECTIVE VESTS, RAINSUITS & MORE","WORK CLOTHES: REFLECTIVE VESTS, RAINSUITS & MORE",https://www.canadiantire.ca/en/tools-hardware/work-wear-safety-gear/work-apparel.html?adlocation=LP_ClothingShoesAccesories_Clothing_Workwear_2021_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
168,SHOES FOR WOMEN,SHOES FOR WOMEN,https://www.canadiantire.ca/en/clothing-shoes-accessories/shoes-boots/womens-shoes-footwear.html?adlocation=LP_ClothingShoesAccesories_Footwear_Womens_2021_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
169,SHOES FOR MEN,SHOES FOR MEN,https://www.canadiantire.ca/en/clothing-shoes-accessories/shoes-boots/mens-shoes-footwear.html?adlocation=LP_ClothingShoesAccesories_Footwear_Mens_2021_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
170,KIDS SHOES & BOOTS,KIDS SHOES & BOOTS,https://www.canadiantire.ca/en/clothing-shoes-accessories/shoes-boots/kids-shoes.html?adlocation=LIT_ClothingShoesAccessories_ShoesBoots_KidsShoesFootwear_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
171,BASEBALL HATS & CAPS,BASEBALL HATS & CAPS,https://www.canadiantire.ca/en/clothing-shoes-accessories/hats-gloves-accessories/baseball-hats-caps.html?adlocation=LP_ClothingShoesAccesories_HatsGlovesAccessories_BaseballHatsCaps_2021_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
172,FISHING & SUN HATS,FISHING & SUN HATS,https://www.canadiantire.ca/en/clothing-shoes-accessories/hats-gloves-accessories/fishing-sun-hats.html?adlocation=LP_ClothingShoesAccesories_HatsGlovesAccessories_FishingSunHats_2021_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
173,"RAIN GEAR: BOOTS, JACKETS AND CLOTHES","RAIN GEAR: BOOTS, JACKETS AND CLOTHES",https://www.canadiantire.ca/en/clothing-shoes-accessories/rain-gear.html?adlocation=LP_ClothingShoesAccesories_HatsGlovesAccessories_Umbrellas_2021_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
174,PROTECTIVE FACE MASKS & COVERINGS,PROTECTIVE FACE MASKS & COVERINGS,https://www.canadiantire.ca/en/tools-hardware/work-wear-safety-gear/breathing-protection.html?adlocation=LIT_BreathingProtection_HomeSafetySecurity_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
175,SAFETY GLASSES & GOGGLES FOR EYE PROTECTION,SAFETY GLASSES & GOGGLES FOR EYE PROTECTION,https://www.canadiantire.ca/en/tools-hardware/work-wear-safety-gear/eye-protection.html?adlocation=LIT_EyeProtection_HomeSafetySecurity_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
176,"EAR PROTECTION: EARPLUGS, MUFFS, BLOCKERS & NOISE CANCELLING","EAR PROTECTION: EARPLUGS, MUFFS, BLOCKERS & NOISE CANCELLING",https://www.canadiantire.ca/en/tools-hardware/work-wear-safety-gear/hearing-protection.html?adlocation=LIT_HearingProtection_HomeSafetySecurity_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
177,WORK BOOTS & SAFETY SHOES,WORK BOOTS & SAFETY SHOES,https://www.canadiantire.ca/en/tools-hardware/work-wear-safety-gear/work-boots.html?adlocation=LIT_WorkWearSafetyGear_HomeSafetySecurity_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
178,FIRE EXTINGUISHERS,FIRE EXTINGUISHERS,https://www.canadiantire.ca/en/household-pets/home-safety-security/fire-safety/fire-extinguishers.html?adlocation=LIT_FireExtinguishers_HomeSafetySecurity_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
179,HANDHELD FLASHLIGHTS,HANDHELD FLASHLIGHTS,https://www.canadiantire.ca/en/household-pets/home-safety-security/flashlights/handheld-flashlights.html?adlocation=LIT-handheld-flashlight_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
180,HEADLAMPS,HEADLAMPS,https://www.canadiantire.ca/en/household-pets/home-safety-security/flashlights/headlamps.html?adlocation=LIT-headlamps_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
181,LANTERNS & SPOTLIGHTS,LANTERNS & SPOTLIGHTS,https://www.canadiantire.ca/en/household-pets/home-safety-security/flashlights/household-lanterns-spotlights.html?adlocation=LIT-lanterns_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
182,"SAFES, SECURITY CHESTS & CASH BOXES","SAFES, SECURITY CHESTS & CASH BOXES",https://www.canadiantire.ca/en/household-pets/home-safety-security/safes.html?adlocation=LIT_Safes_HomeSafetySecurity_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
183,"HASPS, PADLOCKS & COMBINATION LOCKS","HASPS, PADLOCKS & COMBINATION LOCKS",https://www.canadiantire.ca/en/tools-hardware/hardware/hasps-padlocks.html?adlocation=LIT_HaspsPadlocks_HomeSafetySecurity_en,HOME & PETS,https://www.canadiantire.ca/en/household-pets.html?adlocation=LOL_HomePetsDLP_MeganavHeader_en,,
184,BBQ_SMOKERS_ACC,BBQ TRENDS 2021,https://www.canadiantire.ca/content/canadian-tire/en/outdoor-living/bbqs-smokers-accessories/bbq-trends.html?adlocation=LIT_BBQTrends2021_BBQSmokersAccessoriesCLP_en;,BBQ SMOKERS AND ACCESSORIES,https://www.canadiantire.ca/en/outdoor-living/bbqs-smokers-accessories.html,,
185,BBQ_SMOKERS_ACC,GAS BBQS,https://www.canadiantire.ca/content/canadian-tire/en/outdoor-living/bbqs-smokers-accessories/bbqs/gas-bbqs.html?adlocation=LIT_GasBBQ_BBQSmokersAccessoriesCLP_en;,BBQ SMOKERS AND ACCESSORIES,https://www.canadiantire.ca/en/outdoor-living/bbqs-smokers-accessories.html,,
